ShipmentSK,OrderID,OrderDate,PickupDate,DeliveryDate,OriginCity,DestinationCity,DistanceKM,WeightKG,VolumeM3,Carrier,ShippingType,VehicleType,CustomerType,PaymentMethod,WarehouseID,DriverID,ShippingCostIDR,FuelSurchargeIDR,PlannedDeliveryDays,ActualDeliveryDays,DeliveryStatus,DelayReason,CustomerRating
4843,ORD2023001200,2024-02-24,2024-02-24,2024-02-28,BANDUNG,MEDAN,1965.6,7.41,0.068,Ninja Xpress,Kargo,Van,B2C,E-Wallet,WH-MED-01,DRV-377,37800.0,1270.0,4,4.0,Delivered,No Delay,5.0
4844,ORD2023002230,2025-11-14,2025-11-15,2025-11-26,MANADO,DENPASAR,1743.4,9.34,0.082,Lion Parcel,Ekonomi,Kontainer 20ft,B2C,Transfer Bank,WH-MED-01,DRV-272,43700.0,1820.0,7,11.0,Delayed,Cuaca buruk,2.0
4845,ORD2023005955,2024-07-20,2024-07-21,2024-07-27,YOGYAKARTA,BALIKPAPAN,1350.0,11.65,0.045,ID Express,Kargo,Motor,B2B,E-Wallet,WH-JAK-01,DRV-392,49400.0,2590.0,5,6.0,Delivered,No Delay,4.0
4846,ORD2023000294,2023-10-08,2023-10-08,2023-10-14,BATAM,MAKASSAR,2249.2,34.56,0.251,SiCepat,Reguler,Van,B2B,Transfer Bank,WH-MAK-01,DRV-257,179700.0,8410.0,6,6.0,Delivered,No Delay,5.0
4847,ORD2023002691,2025-08-17,2025-08-17,2025-08-22,YOGYAKARTA,BANJARMASIN,895.3,5.74,0.041,Lion Parcel,Reguler,Truk Fuso,B2C,Kartu Kredit,WH-JAK-02,DRV-405,43200.0,2380.0,3,5.0,Delayed,Kendala armada,3.0
4848,ORD2023004223,2025-01-20,2025-01-20,2025-01-28,MANADO,JAKARTA,2868.3,5.75,0.023,Pos Indonesia,Express,Kontainer 20ft,B2B,E-Wallet,WH-JAK-02,DRV-202,112500.0,5240.0,8,8.0,Delivered,No Delay,3.0
4849,ORD2023002580,2025-10-22,2025-10-23,2025-10-25,SEMARANG,PALEMBANG,994.3,11.78,0.094,Ninja Xpress,Kargo,Unknown,B2C,Unknown,WH-MAK-01,DRV-445,43900.0,3410.0,2,2.0,Delivered,No Delay,
4850,ORD2023004891,2023-01-16,2023-01-17,2023-01-19,SURABAYA,MAKASSAR,967.5,11.0,0.073,J&T Express,Reguler,Truk CDD,B2B,Virtual Account,WH-MED-02,DRV-211,71000.0,1910.0,2,2.0,Delivered,No Delay,5.0
4851,ORD2023000693,2025-07-28,2025-07-28,2025-07-31,MAKASSAR,MANADO,1151.6,7.5,0.032,Lion Parcel,Express,Kontainer 20ft,B2B,Transfer Bank,WH-JAK-02,DRV-372,72100.0,5130.0,3,3.0,Delivered,No Delay,3.0
4852,ORD2023000687,2025-01-24,2025-01-24,2025-02-05,MANADO,BATAM,2640.5,13.96,0.044,Lion Parcel,Instant,Kontainer 20ft,B2B,E-Wallet,WH-MAK-01,DRV-388,188100.0,12360.0,8,12.0,Returned,Barang rusak,
4853,ORD2023000818,2025-04-07,2025-04-07,2025-04-13,YOGYAKARTA,BALIKPAPAN,1320.0,1.55,0.012,Pos Indonesia,Express,Kontainer 20ft,B2C,Kartu Kredit,WH-MAK-02,DRV-431,51200.0,2880.0,3,6.0,Delayed,Keterlambatan sortir gudang,3.0
4854,ORD2023000217,2023-12-05,2023-12-06,2023-12-13,SEMARANG,BATAM,1342.5,13.56,0.029,J&T Express,Reguler,Van,B2B,Transfer Bank,WH-SUR-02,DRV-236,59500.0,2210.0,4,7.0,Delayed,Kendala armada,3.0
4855,ORD2023003326,2024-05-03,2024-05-03,2024-05-08,DENPASAR,MALANG,368.1,19.27,0.147,ID Express,Kargo,Motor,B2B,Kartu Kredit,WH-MAK-01,DRV-279,81200.0,4500.0,1,5.0,Delayed,Keterlambatan sortir gudang,1.0
4856,ORD2023004249,2024-08-08,2024-08-09,2024-08-23,MEDAN,MALANG,2524.5,16.56,0.128,Ninja Xpress,Ekonomi,Kontainer 20ft,B2C,E-Wallet,WH-JAK-02,DRV-182,59400.0,3640.0,10,14.0,Delayed,Kapasitas armada penuh,2.0
4857,ORD2023005409,2025-06-22,2025-06-23,,PALEMBANG,YOGYAKARTA,918.6,42.0,0.099,ID Express,Reguler,Truk CDD,B2B,Virtual Account,WH-SUR-02,DRV-152,161400.0,9140.0,3,,Lost,Barang hilang dalam pengiriman,
4858,ORD2023003890,2024-06-28,2024-06-28,2024-07-07,BATAM,BANJARMASIN,1345.6,21.07,0.175,Wahana,Reguler,Motor,B2C,Kartu Kredit,WH-JAK-02,DRV-144,87800.0,3560.0,3,9.0,Returned,Alamat tidak ditemukan,
4859,ORD2023005558,2024-04-14,2024-04-15,2024-04-21,DENPASAR,BATAM,1751.7,1.83,0.005,SiCepat,Express,Truk CDD,B2C,Transfer Bank,WH-JAK-02,DRV-301,60600.0,3460.0,6,6.0,Delivered,No Delay,5.0
4860,ORD2023005780,2023-12-09,2023-12-09,2023-12-14,BALIKPAPAN,MEDAN,2349.8,37.51,0.275,Ninja Xpress,Reguler,Truk CDD,B2C,Virtual Account,WH-MED-02,DRV-417,200700.0,5130.0,5,5.0,Delivered,No Delay,2.0
4861,ORD2023000479,2024-10-07,2024-10-08,2024-10-10,JAKARTA,SURABAYA,748.6,20.26,0.195,Wahana,Instant,Motor,B2B,Kartu Kredit,WH-JAK-01,DRV-292,270600.0,17770.0,2,2.0,Delivered,No Delay,4.0
4862,ORD2023004942,2023-08-01,2023-08-01,2023-08-08,PEKANBARU,MAKASSAR,2588.7,3.0,0.016,Lion Parcel,Reguler,Truk Engkel,B2B,Virtual Account,WH-MAK-02,DRV-334,51900.0,1260.0,7,7.0,Delivered,No Delay,5.0
4863,ORD2023005372,2024-09-12,2024-09-12,2024-09-20,SEMARANG,MEDAN,2253.0,1.63,0.01,SiCepat,Kargo,Van,B2B,Kartu Kredit,WH-SUR-02,DRV-251,33200.0,1900.0,6,8.0,Delayed,Kendala armada,2.0
4864,ORD2023003199,2024-04-20,2024-04-20,2024-04-30,MAKASSAR,SEMARANG,1124.8,1.23,0.005,AnterAja,Reguler,Unknown,B2B,Unknown,WH-SUR-01,DRV-259,28800.0,3410.0,3,10.0,Returned,Barang rusak,
4865,ORD2023000813,2024-09-12,2024-09-12,2024-09-17,PEKANBARU,YOGYAKARTA,1789.8,1.74,0.005,Ninja Xpress,Reguler,Truk CDD,B2C,E-Wallet,WH-MAK-02,DRV-180,32400.0,1900.0,4,5.0,Delayed,Kesalahan alamat,3.0
4866,ORD2023004347,2024-11-27,2024-11-27,2024-12-04,SURABAYA,MANADO,2053.3,3.81,0.012,Pos Indonesia,Reguler,Truk Engkel,B2C,COD,WH-MED-01,DRV-165,49800.0,1220.0,6,7.0,Delayed,Kapasitas armada penuh,3.0
4867,ORD2023000844,2025-01-18,2025-01-19,2025-01-24,BANDUNG,BALIKPAPAN,1557.2,7.2,0.045,GoSend Logistics,Ekonomi,Kontainer 20ft,B2C,E-Wallet,WH-MAK-01,DRV-487,39900.0,2660.0,4,5.0,Delivered,No Delay,3.0
4868,ORD2023003057,2025-05-07,2025-05-08,2025-05-11,BALIKPAPAN,MANADO,1008.5,34.89,0.25,JNE,Reguler,Van,B2B,COD,WH-MED-02,DRV-419,152400.0,7350.0,3,3.0,Delivered,No Delay,5.0
4869,ORD2023002376,2024-01-18,2024-01-18,2024-01-26,PALEMBANG,BATAM,490.9,10.23,0.051,Lion Parcel,Reguler,Truk Engkel,B2B,Transfer Bank,WH-MED-02,DRV-204,61900.0,1850.0,1,8.0,Returned,Barang rusak,
4870,ORD2023004070,2024-10-02,2024-10-02,2024-10-07,DENPASAR,MANADO,2036.0,2.18,0.016,SiCepat,Reguler,Motor,B2C,Kartu Kredit,WH-SUR-02,DRV-144,47100.0,1430.0,5,5.0,Delivered,No Delay,2.0
4871,ORD2023002033,2024-04-27,2024-04-27,2024-05-06,SEMARANG,BATAM,1487.8,0.94,0.006,AnterAja,Reguler,Truk Engkel,B2C,COD,WH-MED-02,DRV-492,28700.0,1660.0,4,9.0,Delayed,Kesalahan alamat,2.0
4872,ORD2023000968,2024-04-17,2024-04-17,2024-04-19,SEMARANG,MALANG,323.3,12.65,0.102,JNE,Express,Kontainer 20ft,B2B,Virtual Account,WH-MAK-02,DRV-382,74400.0,3460.0,1,2.0,Delayed,Kapasitas armada penuh,1.0
4873,ORD2023005458,2025-12-04,2025-12-05,2025-12-11,PALEMBANG,MAKASSAR,1979.0,10.23,0.026,Wahana,Reguler,Truk Engkel,B2C,Transfer Bank,WH-JAK-01,DRV-465,54100.0,3020.0,4,6.0,Delayed,Kesalahan alamat,2.0
4874,ORD2023005302,2024-11-25,2024-11-26,2024-12-02,DENPASAR,BALIKPAPAN,896.9,39.46,0.274,GoSend Logistics,Reguler,Truk CDD,B2C,Kartu Kredit,WH-MED-02,DRV-266,203000.0,14390.0,3,6.0,Delayed,Kesalahan alamat,3.0
4875,ORD2023000973,2023-08-22,2023-08-22,2023-08-29,BANJARMASIN,PEKANBARU,1991.2,21.97,0.152,Pos Indonesia,Express,Motor,B2B,Virtual Account,WH-MED-01,DRV-182,192300.0,7430.0,6,7.0,Delivered,No Delay,4.0
4876,ORD2023001897,2023-07-03,2023-07-03,2023-07-07,MALANG,BALIKPAPAN,1125.2,6.23,0.037,Pos Indonesia,Instant,Truk Engkel,B2B,Kartu Kredit,WH-MAK-02,DRV-349,86600.0,4060.0,3,4.0,Delayed,Cuaca buruk,1.0
4877,ORD2023004343,2023-06-25,2023-06-26,2023-07-02,MANADO,YOGYAKARTA,2385.9,2.37,0.009,ID Express,Express,Truk Engkel,B2C,Kartu Kredit,WH-JAK-02,DRV-215,77100.0,5960.0,6,6.0,Delivered,No Delay,5.0
4878,ORD2023002705,2024-08-02,2024-08-03,2024-08-08,PALEMBANG,DENPASAR,1584.3,7.57,0.069,Ninja Xpress,Reguler,Truk CDD,B2C,E-Wallet,WH-JAK-02,DRV-410,58600.0,2610.0,4,5.0,Delivered,No Delay,3.0
4879,ORD2023005947,2025-11-15,2025-11-15,2025-11-18,SURABAYA,BALIKPAPAN,1076.9,9.52,0.041,ID Express,Express,Truk CDD,B2B,Transfer Bank,WH-JAK-01,DRV-352,75000.0,5800.0,3,3.0,Delivered,No Delay,2.0
4880,ORD2023005010,2024-07-01,2024-07-01,2024-07-04,JAKARTA,BALIKPAPAN,1354.5,1.65,0.01,Lion Parcel,Instant,Truk Engkel,B2C,Kartu Kredit,WH-MED-01,DRV-398,67200.0,2770.0,3,3.0,Delivered,No Delay,4.0
4881,ORD2023003375,2025-10-26,2025-10-26,2025-11-04,PEKANBARU,MANADO,2805.7,18.41,0.13,SiCepat,Ekonomi,Motor,B2B,Kartu Kredit,WH-SUR-01,DRV-373,64600.0,4440.0,8,9.0,Delivered,No Delay,4.0
4882,ORD2023005276,2024-08-06,2024-08-07,2024-08-14,MANADO,MALANG,2246.5,30.05,0.135,JNE,Kargo,Motor,B2B,Virtual Account,WH-MED-01,DRV-252,144500.0,7970.0,6,7.0,Delivered,No Delay,5.0
4883,ORD2023005886,2025-05-14,2025-05-15,2025-05-17,DENPASAR,SEMARANG,672.4,13.85,0.133,AnterAja,Reguler,Van,B2B,E-Wallet,WH-SUR-01,DRV-348,66000.0,1460.0,2,2.0,Delivered,No Delay,5.0
4884,ORD2023005268,2023-08-10,2023-08-10,2023-08-16,PALEMBANG,DENPASAR,1470.6,36.02,0.168,GoSend Logistics,Instant,Van,B2B,E-Wallet,WH-JAK-01,DRV-343,452800.0,35400.0,6,6.0,Delivered,No Delay,5.0
4885,ORD2023002952,2025-05-20,2025-05-20,2025-05-21,BANDUNG,JAKARTA,146.7,2.62,0.017,Pos Indonesia,Reguler,Kontainer 20ft,B2C,Kartu Kredit,WH-MED-01,DRV-156,20400.0,1470.0,1,1.0,Delivered,No Delay,5.0
4886,ORD2023001346,2025-07-17,2025-07-18,2025-07-22,MEDAN,JAKARTA,1520.8,5.4,0.022,ID Express,Reguler,Truk Engkel,B2B,E-Wallet,WH-JAK-02,DRV-495,45000.0,2670.0,3,4.0,Delayed,Kendala armada,2.0
4887,ORD2023005394,2023-07-10,2023-07-10,2023-07-12,PEKANBARU,PALEMBANG,688.2,11.05,0.107,GoSend Logistics,Reguler,Van,B2B,COD,WH-MAK-01,DRV-164,70100.0,4020.0,2,2.0,Delivered,No Delay,5.0
4888,ORD2023000976,2025-11-09,2025-11-10,2025-11-14,PEKANBARU,MALANG,1856.6,6.44,0.034,Lion Parcel,Express,Truk Engkel,B2B,Transfer Bank,WH-SUR-01,DRV-243,75000.0,3180.0,4,4.0,Delivered,No Delay,3.0
4889,ORD2023005111,2024-11-28,2024-11-28,2024-12-02,BANDUNG,BATAM,1155.5,42.32,0.276,AnterAja,Reguler,Truk CDD,B2C,COD,WH-SUR-01,DRV-497,203200.0,10760.0,3,4.0,Delivered,No Delay,3.0
4890,ORD2023000510,2024-05-03,2024-05-03,2024-05-05,MALANG,BANJARMASIN,610.0,43.75,0.35,Pos Indonesia,Express,Kontainer 20ft,B2C,Virtual Account,WH-SUR-01,DRV-156,333600.0,9200.0,2,2.0,Delivered,No Delay,4.0
4891,ORD2023000123,2024-07-19,2024-07-19,2024-07-20,BALIKPAPAN,BANJARMASIN,427.1,18.36,0.069,AnterAja,Kargo,Truk CDD,B2B,Transfer Bank,WH-SUR-02,DRV-197,46000.0,3680.0,1,1.0,Delivered,No Delay,2.0
4892,ORD2023005398,2025-01-13,2025-01-14,2025-01-16,BATAM,JAKARTA,1057.0,7.21,0.056,Pos Indonesia,Reguler,Truk Fuso,B2B,Virtual Account,WH-MAK-02,DRV-285,47400.0,2210.0,2,2.0,Delivered,No Delay,1.0
4893,ORD2023005440,2024-01-01,2024-01-01,2024-01-06,MANADO,BANJARMASIN,1336.2,8.21,0.054,GoSend Logistics,Reguler,Motor,B2C,Transfer Bank,WH-JAK-02,DRV-308,46800.0,3410.0,4,5.0,Delivered,No Delay,4.0
4894,ORD2023001711,2025-05-07,2025-05-07,2025-05-19,BATAM,MANADO,2761.9,33.49,0.312,J&T Express,Reguler,Kontainer 20ft,B2B,COD,WH-MED-02,DRV-254,113600.0,8410.0,10,12.0,Returned,Alamat tidak ditemukan,
4895,ORD2023002101,2024-08-10,2024-08-11,2024-08-14,BANJARMASIN,PALEMBANG,1390.0,0.92,0.007,JNE,Reguler,Truk Engkel,B2C,E-Wallet,WH-MAK-01,DRV-402,21400.0,760.0,3,3.0,Delivered,No Delay,5.0
4896,ORD2023000870,2025-04-25,2025-04-26,2025-05-01,BANJARMASIN,MALANG,704.8,31.82,0.283,JNE,Reguler,Van,B2C,Kartu Kredit,WH-JAK-02,DRV-142,126600.0,8650.0,2,5.0,Delayed,Cuaca buruk,1.0
4897,ORD2023005449,2023-03-20,2023-03-20,2023-03-22,PALEMBANG,SEMARANG,954.9,7.96,0.017,Wahana,Express,Truk Engkel,B2B,Virtual Account,WH-MED-01,DRV-211,64800.0,3500.0,2,2.0,Delivered,No Delay,5.0
4898,ORD2023001031,2025-12-29,2025-12-29,2025-12-30,BANDUNG,MALANG,606.9,35.01,0.313,J&T Express,Reguler,Motor,B2C,E-Wallet,WH-MAK-01,DRV-385,188400.0,8490.0,1,1.0,Delivered,No Delay,5.0
4899,ORD2023003464,2024-11-30,2024-11-30,2024-12-03,JAKARTA,MAKASSAR,1659.9,4.3,0.033,AnterAja,Kargo,Motor,B2C,COD,WH-MED-02,DRV-111,32700.0,870.0,3,3.0,Delivered,No Delay,4.0
4900,ORD2023004853,2023-11-06,2023-11-06,2023-11-12,SURABAYA,MANADO,2009.0,17.17,0.107,Wahana,Kargo,Truk Engkel,B2C,E-Wallet,WH-MAK-02,DRV-387,53800.0,3870.0,5,6.0,Delivered,No Delay,3.0
4901,ORD2023001999,2025-01-02,2025-01-02,2025-01-05,BATAM,BANDUNG,1066.0,8.12,0.068,J&T Express,Reguler,Motor,B2C,E-Wallet,WH-SUR-01,DRV-115,36500.0,2000.0,3,3.0,Delivered,No Delay,3.0
4902,ORD2023003591,2024-05-09,2024-05-10,2024-05-17,PEKANBARU,BALIKPAPAN,2095.7,17.0,0.083,Pos Indonesia,Express,Truk Engkel,B2C,Transfer Bank,WH-MED-01,DRV-192,153400.0,5270.0,4,7.0,Delayed,Kepadatan lalu lintas,1.0
4903,ORD2023001157,2025-11-24,2025-11-25,2025-11-26,JAKARTA,SEMARANG,501.7,27.02,0.228,JNE,Reguler,Van,B2B,COD,WH-MED-01,DRV-311,103700.0,4410.0,1,1.0,Delivered,No Delay,2.0
4904,ORD2023003157,2023-04-28,2023-04-29,2023-05-02,MAKASSAR,YOGYAKARTA,1158.8,8.25,0.059,Ninja Xpress,Reguler,Truk Fuso,B2C,Transfer Bank,WH-SUR-01,DRV-315,49600.0,3110.0,3,3.0,Delivered,No Delay,3.0
4905,ORD2023004429,2023-04-15,2023-04-16,2023-04-21,MANADO,YOGYAKARTA,2156.9,10.54,0.072,ID Express,Reguler,Truk CDD,B2B,Kartu Kredit,WH-JAK-02,DRV-289,61400.0,1910.0,5,5.0,Delivered,No Delay,4.0
4906,ORD2023001576,2023-09-19,2023-09-19,2023-09-30,PALEMBANG,MANADO,2886.4,57.09,0.255,ID Express,Kargo,Kontainer 20ft,B2B,COD,WH-JAK-01,DRV-490,166300.0,8650.0,11,11.0,Delivered,No Delay,4.0
4907,ORD2023005646,2024-04-14,2024-04-15,2024-04-20,MEDAN,BANJARMASIN,2559.9,7.93,0.058,Pos Indonesia,Express,Unknown,B2C,Unknown,WH-MAK-01,DRV-410,116600.0,3410.0,5,5.0,Delivered,No Delay,
4908,ORD2023000062,2024-12-10,2024-12-10,2024-12-18,BANJARMASIN,BANDUNG,1119.2,11.22,0.076,Ninja Xpress,Kargo,Van,B2C,Kartu Kredit,WH-MED-01,DRV-189,55500.0,1550.0,3,8.0,Delayed,Kepadatan lalu lintas,3.0
4909,ORD2023000473,2023-03-16,2023-03-17,2023-03-26,PEKANBARU,MAKASSAR,2439.9,26.44,0.118,Wahana,Reguler,Motor,B2C,Transfer Bank,WH-MAK-01,DRV-389,143700.0,11130.0,6,9.0,Delayed,Keterlambatan sortir gudang,2.0
4910,ORD2023003455,2024-09-29,2024-09-29,2024-10-04,BALIKPAPAN,YOGYAKARTA,1177.3,4.69,0.028,J&T Express,Express,Van,B2B,COD,WH-MED-02,DRV-411,70500.0,5200.0,4,5.0,Delivered,No Delay,4.0
4911,ORD2023000866,2024-04-26,2024-04-26,2024-05-01,BATAM,YOGYAKARTA,1326.0,1.56,0.016,ID Express,Express,Van,B2C,Virtual Account,WH-SUR-01,DRV-412,50500.0,1970.0,3,5.0,Returned,Alamat tidak ditemukan,
4912,ORD2023003584,2024-07-11,2024-07-11,2024-07-13,MALANG,YOGYAKARTA,331.5,6.41,0.034,J&T Express,Kargo,Truk CDD,B2C,Virtual Account,WH-SUR-02,DRV-225,25800.0,2000.0,1,2.0,Delayed,Kapasitas armada penuh,2.0
4913,ORD2023005721,2023-10-27,2023-10-28,2023-10-31,JAKARTA,MALANG,765.3,31.89,0.117,AnterAja,Reguler,Van,B2B,Virtual Account,WH-MAK-02,DRV-407,171800.0,5630.0,3,3.0,Delivered,No Delay,4.0
4914,ORD2023003615,2024-09-19,2024-09-19,2024-09-20,SEMARANG,BANDUNG,405.4,23.56,0.095,ID Express,Kargo,Truk Engkel,B2B,COD,WH-MAK-01,DRV-167,55100.0,2920.0,1,1.0,Delivered,No Delay,5.0
4915,ORD2023004838,2025-01-18,2025-01-18,2025-01-26,PALEMBANG,BATAM,545.6,5.81,0.035,AnterAja,Kargo,Truk Fuso,B2C,Kartu Kredit,WH-JAK-01,DRV-101,28200.0,1760.0,2,8.0,Returned,Penerima menolak,
4916,ORD2023005819,2025-03-21,2025-03-22,2025-03-24,JAKARTA,SEMARANG,471.4,29.27,0.225,AnterAja,Kargo,Truk CDD,B2B,E-Wallet,WH-MED-02,DRV-334,123700.0,5330.0,2,2.0,Delivered,No Delay,3.0
4917,ORD2023003389,2025-01-20,2025-01-21,2025-01-22,YOGYAKARTA,MALANG,313.7,14.87,0.042,Lion Parcel,Ekonomi,Truk Fuso,B2C,Virtual Account,WH-SUR-02,DRV-393,37700.0,1370.0,1,1.0,Delivered,No Delay,5.0
4918,ORD2023002181,2024-12-20,2024-12-21,2024-12-25,PALEMBANG,YOGYAKARTA,907.4,2.32,0.012,Ninja Xpress,Reguler,Truk CDD,B2B,COD,WH-SUR-02,DRV-253,28200.0,1820.0,3,4.0,Delivered,No Delay,2.0
4919,ORD2023004744,2024-05-15,2024-05-15,2024-05-22,JAKARTA,MANADO,2338.0,3.15,0.028,ID Express,Express,Motor,B2C,COD,WH-JAK-01,DRV-312,65400.0,3900.0,7,7.0,Delivered,No Delay,2.0
4920,ORD2023003282,2023-03-03,2023-03-03,2023-03-07,BALIKPAPAN,YOGYAKARTA,1219.0,20.86,0.106,JNE,Reguler,Van,B2B,COD,WH-MAK-01,DRV-257,79700.0,2390.0,4,4.0,Delivered,No Delay,4.0
4921,ORD2023005026,2023-11-28,2023-11-29,2023-12-07,BATAM,MALANG,1581.2,6.85,0.042,ID Express,Reguler,Truk Engkel,B2C,Virtual Account,WH-SUR-02,DRV-356,53900.0,1240.0,4,8.0,Delayed,Kendala bea cukai,3.0
4922,ORD2023001629,2023-04-07,2023-04-07,2023-04-14,MEDAN,PEKANBARU,509.5,6.25,0.03,ID Express,Reguler,Kontainer 20ft,B2C,Virtual Account,WH-JAK-02,DRV-189,37200.0,1770.0,2,7.0,Delayed,Kepadatan lalu lintas,1.0
4923,ORD2023002439,2025-08-08,2025-08-08,2025-08-11,MALANG,BANDUNG,640.9,4.3,0.041,SiCepat,Express,Van,B2C,Virtual Account,WH-SUR-02,DRV-234,40400.0,3080.0,2,3.0,Delivered,No Delay,5.0
4924,ORD2023001150,2024-05-28,2024-05-28,2024-05-30,SEMARANG,DENPASAR,631.3,17.03,0.104,AnterAja,Reguler,Kontainer 20ft,B2C,Transfer Bank,WH-JAK-02,DRV-392,62200.0,4400.0,2,2.0,Delivered,No Delay,4.0
4925,ORD2023001161,2023-06-23,2023-06-23,2023-06-26,MAKASSAR,MALANG,858.9,22.8,0.167,Pos Indonesia,Reguler,Motor,B2B,Kartu Kredit,WH-SUR-01,DRV-212,90000.0,1930.0,3,3.0,Delivered,No Delay,5.0
4926,ORD2023000257,2023-03-04,2023-03-04,2023-03-06,SURABAYA,BANDUNG,606.9,7.99,0.072,ID Express,Reguler,Truk Engkel,B2C,Transfer Bank,WH-JAK-02,DRV-234,33500.0,2540.0,2,2.0,Delivered,No Delay,4.0
4927,ORD2023002599,2025-04-04,2025-04-05,2025-04-10,MEDAN,BALIKPAPAN,2379.8,9.65,0.053,J&T Express,Instant,Truk CDD,B2B,COD,WH-SUR-02,DRV-442,161800.0,5490.0,5,5.0,Delivered,No Delay,5.0
4928,ORD2023004730,2024-05-29,2024-05-30,2024-06-02,SURABAYA,BANDUNG,745.1,8.91,0.031,JNE,Instant,Truk Fuso,B2B,COD,WH-MAK-02,DRV-174,138400.0,9140.0,3,3.0,Delivered,No Delay,5.0
4929,ORD2023005414,2025-04-26,2025-04-26,2025-05-04,MANADO,SEMARANG,1987.3,11.18,0.108,ID Express,Reguler,Truk Engkel,B2C,E-Wallet,WH-MAK-02,DRV-449,63100.0,2620.0,7,8.0,Delayed,Kesalahan alamat,1.0
4930,ORD2023004874,2023-06-30,2023-07-01,2023-07-02,YOGYAKARTA,BANDUNG,382.0,2.95,0.015,Lion Parcel,Instant,Truk CDD,B2C,COD,WH-MED-01,DRV-188,49000.0,3240.0,1,1.0,Delivered,No Delay,5.0
4931,ORD2023001106,2023-07-09,2023-07-09,2023-07-16,JAKARTA,MEDAN,1883.2,19.55,0.109,Lion Parcel,Kargo,Motor,B2B,Transfer Bank,WH-MED-02,DRV-468,85700.0,2240.0,4,7.0,Delayed,Kendala bea cukai,3.0
4932,ORD2023005016,2025-02-12,2025-02-12,2025-02-14,SEMARANG,BANDUNG,354.2,2.6,0.022,GoSend Logistics,Reguler,Truk CDD,B2C,COD,WH-MED-01,DRV-396,22500.0,1180.0,1,2.0,Delivered,No Delay,5.0
4933,ORD2023003408,2024-12-16,2024-12-16,2024-12-18,BANJARMASIN,MAKASSAR,624.3,1.61,0.005,J&T Express,Ekonomi,Kontainer 20ft,B2C,E-Wallet,WH-MED-02,DRV-376,13500.0,610.0,1,2.0,Delivered,No Delay,5.0
4934,ORD2023000558,2025-11-09,2025-11-09,2025-11-12,DENPASAR,JAKARTA,1056.0,79.7,0.632,J&T Express,Reguler,Motor,B2C,Kartu Kredit,WH-SUR-01,DRV-210,209700.0,6920.0,3,3.0,Delivered,No Delay,5.0
4935,ORD2023001851,2025-06-24,2025-06-24,2025-06-26,JAKARTA,PALEMBANG,490.9,7.37,0.065,SiCepat,Kargo,Kontainer 20ft,B2C,Virtual Account,WH-MED-01,DRV-427,32700.0,1080.0,1,2.0,Delivered,No Delay,5.0
4936,ORD2023002089,2023-07-14,2023-07-14,2023-07-19,JAKARTA,MEDAN,1812.5,17.43,0.079,Pos Indonesia,Reguler,Kontainer 20ft,B2B,E-Wallet,WH-MAK-01,DRV-203,110800.0,7380.0,5,5.0,Delivered,No Delay,5.0
4937,ORD2023002900,2024-06-20,2024-06-21,2024-06-27,MALANG,MANADO,1933.4,21.86,0.057,Ninja Xpress,Instant,Van,B2C,E-Wallet,WH-MED-01,DRV-446,228700.0,15330.0,6,6.0,Delivered,No Delay,4.0
4938,ORD2023003221,2024-01-14,2024-01-14,2024-01-20,PALEMBANG,MANADO,2688.8,6.96,0.033,Pos Indonesia,Express,Truk Engkel,B2C,E-Wallet,WH-SUR-02,DRV-475,94300.0,6220.0,6,6.0,Delivered,No Delay,4.0
4939,ORD2023000262,2024-12-09,2024-12-09,2024-12-15,MAKASSAR,JAKARTA,1531.4,123.09,1.201,JNE,Reguler,Motor,B2B,COD,WH-MAK-02,DRV-472,299800.0,6260.0,5,6.0,Delivered,No Delay,4.0
4940,ORD2023005072,2023-06-23,2023-06-23,2023-06-24,MALANG,DENPASAR,336.0,5.72,0.049,Pos Indonesia,Kargo,Truk CDD,B2C,COD,WH-JAK-02,DRV-250,23900.0,500.0,1,1.0,Delivered,No Delay,5.0
4941,ORD2023000628,2024-01-13,2024-01-14,2024-01-20,BALIKPAPAN,DENPASAR,893.5,14.88,0.116,Pos Indonesia,Reguler,Kontainer 20ft,B2B,E-Wallet,WH-JAK-02,DRV-435,54600.0,2850.0,2,6.0,Delayed,Kapasitas armada penuh,3.0
4942,ORD2023001890,2024-09-05,2024-09-06,2024-09-16,PEKANBARU,MANADO,3419.9,0.79,0.005,GoSend Logistics,Express,Motor,B2C,Virtual Account,WH-SUR-01,DRV-389,62600.0,4020.0,10,10.0,Delivered,No Delay,2.0
4943,ORD2023003043,2023-05-01,2023-05-02,2023-05-12,SEMARANG,MAKASSAR,1186.1,19.46,0.064,J&T Express,Reguler,Truk Engkel,B2B,Virtual Account,WH-JAK-01,DRV-208,110600.0,4100.0,3,10.0,Returned,Barang rusak,
4944,ORD2023004306,2023-06-07,2023-06-07,2023-06-21,MEDAN,MANADO,3924.6,5.72,0.055,J&T Express,Reguler,Motor,B2C,Transfer Bank,WH-MAK-01,DRV-335,73000.0,2530.0,14,14.0,Delivered,No Delay,5.0
4945,ORD2023002079,2023-05-24,2023-05-24,2023-05-31,BATAM,MALANG,1677.4,16.03,0.065,SiCepat,Reguler,Motor,B2B,Kartu Kredit,WH-JAK-01,DRV-200,91300.0,6540.0,7,7.0,Delivered,No Delay,3.0
